time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.6, 2.3, 1.6,0,0,364,364,364,1684,270.2,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,6,P-GPS,Aircraft in Altitude Zone. Max altitude set to 98 ft (Code: 30015)
100,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.5, 2.3, 1.6,0,0,364,364,364,1684,270.2,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
200,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.6, 2.3, 1.6,0,0,364,364,364,1684,270.2,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
300,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.6, 2.3, 1.6,0,0,364,364,364,1684,270.2,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
400,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.5, 2.3, 1.6,0,0,364,364,364,1684,270.2,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
500,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.4, 2.3, 1.6,0,0,364,364,364,1684,270.2,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
600,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.3, 2.3, 1.6,0,0,364,364,364,1684,270.2,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
700,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.2, 2.3, 1.6,0,0,1024,1024,1024,1024,270.1,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
800,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.2, 2.3, 1.6,0,0,1024,1024,1024,1024,270,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 25. Setting new Maximum Flight Altitude to 30m (98 ft)
900,2021-09-06 02:47:58,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.3, 2.3, 1.6,0,0,1024,1024,1024,1024,269.9,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
1000,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,269.4, 2.3, 1.5,0,0,1024,1024,1024,1024,270,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
1100,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,267.9, 2.5, 1.5,0,0,1024,1024,1024,1024,269.5,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
1200,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,0,17.710511721592,0,0,0,0,0,0,267.7, 2.4, 1.5,0,0,1024,1024,1024,1024,268.8,0,96,4.199,4.198,4.199,0,0,0,0,77.36,17.710511721592,0,41,Motors_Started,
1300,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.7, 2.4, 1.5,0,0,1024,1024,1024,1024,268.6,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,41,Motors_Started,
1400,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.7, 2.4, 1.5,0,0,1024,1024,1024,1024,268.5,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,41,Motors_Started,
1500,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.7, 2.4, 1.5,0,0,1024,1024,1024,1024,268.5,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,41,Motors_Started,
1600,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.7, 2.4, 1.5,0,0,1024,1024,1024,1024,268.4,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,10,Assisted_Takeoff,
1700,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.4,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,10,Assisted_Takeoff,
1800,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.4,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,10,Assisted_Takeoff,
1900,2021-09-06 02:47:59,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.4,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,10,Assisted_Takeoff,
2000,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.4,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,10,Assisted_Takeoff,
2100,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.4,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,10,Assisted_Takeoff,
2200,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.663,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.199,4.198,4.199,0,0,0,2.188,77.36,17.710511721592,0,10,Assisted_Takeoff,
2300,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
2400,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
2500,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
2600,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
2700,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
2800,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,0,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
2900,2021-09-06 02:48:00,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
3000,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
3100,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.584,17.710511721592,0,0,0,0,0,0,267.6, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
3200,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.584,17.710511721592,0,0,0,0,0,0,267.5, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.254,4.253,4.256,0,0,0,3.913,77.36,17.710511721592,0,10,Assisted_Takeoff,
3300,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
3400,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.4, 1.5,0,0,1024,1024,1024,1024,268.3,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
3500,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.4, 1.5,0,0,1024,1024,1114,1024,268.3,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
3600,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.4, 1.5,0,0,1024,1024,1115,1024,268.3,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
3700,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.4, 1.5,0,0,1024,1024,1115,1024,268.3,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
3800,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.4, 1.5,0,0,1024,1024,1119,1024,268.3,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
3900,2021-09-06 02:48:01,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.3, 1.5,0,0,1024,1024,1113,1024,268.3,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
4000,2021-09-06 02:48:02,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.5, 2.3, 1.5,0,0,1024,1024,1147,1024,268.2,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
4100,2021-09-06 02:48:02,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,267.2, 1.2, 1.5,0,0,1024,1024,1203,1024,268.2,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
4200,2021-09-06 02:48:02,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,0,266.9, -2.2, 0.9,0,0,1024,1024,1203,1024,268.1,0,96,4.256,4.253,4.255,0,0,0,1.754,77.36,17.710511721592,0,10,Assisted_Takeoff,
4300,2021-09-06 02:48:02,0,0,0,,,17.710511721592,0.328084,0,0,7,0,12.763,17.710511721592,0,0,0,0,0,-0.223694,266.4, -3.3, 0.3,0,0,1024,1024,1197,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,17.710511721592,0,10,Assisted_Takeoff,
4400,2021-09-06 02:48:02,0,0,0,,,17.710511721592,0.328084,0.223694,0,7,0,12.763,17.710511721592,0,0.223694,0,0,-0.223694,-0.671082,266.5, -1.9, -0.2,0,0,1024,1024,1162,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,17.710511721592,0,6,P-GPS,
4500,2021-09-06 02:48:02,0,0,0,,,17.710511721592,0.328084,0.223694,0,7,0,12.763,17.710511721592,0,0.223694,0,0,-0.223694,-0.671082,266.5, -0.2, -0.4,0,0,1024,1024,1162,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,17.710511721592,0,6,P-GPS,
4600,2021-09-06 02:48:02,0,0,0.328084,,,18.038595721592,0.328084,0.223694,0,7,0,12.763,18.038595721592,0.328084,0.223694,0,0,-0.223694,-0.447388,266.6, 0.7, -0.5,0,0,1024,1024,1168,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,18.038595721592,0.328084,6,P-GPS,
4700,2021-09-06 02:48:02,0,0,0.328084,,,18.038595721592,0.328084,0.223694,0,7,0,12.763,18.038595721592,0.328084,0.223694,0,0,-0.223694,-0.447388,266.8, 0.8, -0.2,0,0,1024,1024,1180,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,18.038595721592,0.328084,6,P-GPS,
4800,2021-09-06 02:48:02,0,0,0.328084,,,18.038595721592,0.656168,0,0,7,0,12.763,18.038595721592,0.328084,0.223694,0,0,0,-0.447388,267, 0.7, -0.2,0,0,1024,1024,1199,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,18.038595721592,0.328084,6,P-GPS,
4900,2021-09-06 02:48:02,0,0,0.328084,,,18.038595721592,0.656168,0,0,7,0,12.763,18.038595721592,0.328084,0.223694,0,0,0,-0.447388,267.2, 1.4, -0.2,0,0,1024,1024,1227,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,18.038595721592,0.328084,6,P-GPS,
5000,2021-09-06 02:48:03,0,0,0.656168,,,18.366679721592,0.656168,0,0,7,0,12.763,18.366679721592,0.656168,0.223694,0,0,0,-0.447388,267.2, 1.1, -0.8,0,0,1024,1024,1244,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,18.366679721592,0.656168,6,P-GPS,
5100,2021-09-06 02:48:03,0,0,0.656168,,,18.366679721592,0.656168,0,0,7,0,12.763,18.366679721592,0.656168,0.223694,0,0,0,-0.671082,267.1, 0.6, -1,0,0,1024,1024,1304,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,18.366679721592,0.656168,6,P-GPS,
5200,2021-09-06 02:48:03,0,0,0.656168,,,18.366679721592,0.984252,0,0,7,0,12.763,18.366679721592,0.656168,0.223694,0,0,0,-0.894776,267.1, 0, -0.9,0,0,1024,1024,1361,1024,268,0,96,4.244,4.236,4.232,0,0,0,1.859,77.36,18.366679721592,0.656168,6,P-GPS,
5300,2021-09-06 02:48:03,0,0,0.984252,,,18.694763721592,0.984252,0,0,7,0,12.471,18.694763721592,0.984252,0.223694,0,0,0,-1.342164,267.1, -0.4, -0.8,0,0,1024,1024,1364,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,18.694763721592,0.984252,6,P-GPS,
5400,2021-09-06 02:48:03,0,0,1.312336,,,19.022847721592,1.312336,0,0,7,0,12.471,19.022847721592,1.312336,0.223694,0,0,0,-1.565858,267.1, -0.8, -0.7,0,0,1024,1024,1364,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,19.022847721592,1.312336,6,P-GPS,
5500,2021-09-06 02:48:03,0,0,1.312336,,,19.022847721592,1.64042,0,0,7,0,12.471,19.022847721592,1.312336,0.223694,0,0,0,-1.789552,267, -1.1, -0.9,0,0,1024,1024,1364,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,19.022847721592,1.312336,6,P-GPS,
5600,2021-09-06 02:48:03,0,0,1.64042,,,19.350931721592,1.968504,0,0,7,0,12.471,19.350931721592,1.64042,0.223694,0,0,0,-2.23694,266.9, -1.2, -1,0,0,1024,1024,1364,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,19.350931721592,1.64042,6,P-GPS,
5700,2021-09-06 02:48:03,0,0,1.968504,,,19.679015721592,2.296588,0,0,7,0,12.471,19.679015721592,1.968504,0.223694,0,0,0,-2.460634,266.9, -1, -1.5,0,0,1024,1024,1364,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,19.679015721592,1.968504,6,P-GPS,
5800,2021-09-06 02:48:03,0,0,2.624672,,,20.335183721592,2.624672,0,0,7,0,12.471,20.335183721592,2.624672,0.223694,0,0,0,-2.684328,266.9, -1, -1.6,0,0,1024,1024,1362,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,20.335183721592,2.624672,6,P-GPS,
5900,2021-09-06 02:48:03,0,0,2.952756,,,20.663267721592,3.28084,0,0,7,0,12.471,20.663267721592,2.952756,0.223694,0,0,0,-2.908022,266.9, -1.3, -1.1,0,0,1024,1024,1362,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,20.663267721592,2.952756,6,P-GPS,
6000,2021-09-06 02:48:04,0,0,3.28084,,,20.991351721592,3.608924,0,0,7,0,12.471,20.991351721592,3.28084,0.223694,0,0,0,-3.131716,266.8, -0.9, -0.9,0,0,1024,1024,1357,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,20.991351721592,3.28084,6,P-GPS,
6100,2021-09-06 02:48:04,0,0,3.937008,,,21.647519721592,4.265092,0,0,7,0,12.471,21.647519721592,3.937008,0.223694,0,0,0,-3.35541,266.9, -0.7, -1.1,0,0,1024,1024,1356,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,21.647519721592,3.937008,6,P-GPS,
6200,2021-09-06 02:48:04,0,0,4.265092,,,21.975603721592,4.593176,0,0,7,0,12.471,21.975603721592,4.265092,0.223694,0,0,0,-3.579104,267, -0.8, -1.2,0,0,1024,1024,1347,1024,268,0,96,4.139,4.137,4.135,0,0,0,4.32,77.36,21.975603721592,4.265092,6,P-GPS,
6300,2021-09-06 02:48:04,0,0,4.92126,,,22.631771721592,5.249344,0,0,7,0,12.299,22.631771721592,4.92126,0.223694,0,0,0,-3.579104,267.1, -0.9, -1.2,0,0,1024,1024,1347,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,22.631771721592,4.92126,6,P-GPS,
6400,2021-09-06 02:48:04,0,0,5.577428,,,23.287939721592,5.905512,0,0,7,0,12.299,23.287939721592,5.577428,0.223694,0,0,0,-3.579104,267.1, -0.9, -0.8,0,0,1024,1024,1329,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,23.287939721592,5.577428,6,P-GPS,
6500,2021-09-06 02:48:04,0,0,5.905512,,,23.616023721592,6.56168,0,0,7,0,12.299,23.616023721592,5.905512,0.223694,0,0,0,-3.579104,267.1, -0.8, -0.5,0,0,1024,1024,1316,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,23.616023721592,5.905512,6,P-GPS,
6600,2021-09-06 02:48:04,0,0,6.56168,,,24.272191721592,7.217848,0,0,7,0,12.299,24.272191721592,6.56168,0.223694,0,0,0,-3.35541,267.1, -0.9, 0,0,0,1024,1024,1153,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,24.272191721592,6.56168,6,P-GPS,
6700,2021-09-06 02:48:04,0,0,6.889764,,,24.600275721592,7.545932,0,0,7,0,12.299,24.600275721592,6.889764,0.223694,0,0,0,-2.908022,267.3, -0.9, 0,0,0,1024,1024,1024,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,24.600275721592,6.889764,6,P-GPS,
6800,2021-09-06 02:48:04,0,0,7.545932,,,25.256443721592,7.874016,0,0,7,0,12.299,25.256443721592,7.545932,0.223694,0,0,0,-2.23694,267.3, -0.7, 0.1,0,0,1024,1024,1024,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,25.256443721592,7.545932,6,P-GPS,
6900,2021-09-06 02:48:04,0,0,7.874016,,,25.584527721592,8.2021,0,0,7,0,12.299,25.584527721592,7.874016,0.223694,0,0,0,-1.342164,298.2, -0.7, 0.1,0,0,1024,1024,1217,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,25.584527721592,7.874016,6,P-GPS,
7000,2021-09-06 02:48:05,0,0,7.874016,,,25.584527721592,8.530184,0,0,7,0,12.299,25.584527721592,7.874016,0.223694,0,0,0,-0.671082,334.6, -0.9, 0,0,0,1024,1024,1323,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,25.584527721592,7.874016,6,P-GPS,
7100,2021-09-06 02:48:05,0,0,7.874016,,,25.584527721592,8.530184,0,0,7,0,12.299,25.584527721592,7.874016,0.223694,0,0,0,-0.671082,348.1, -1.4, 0,0,0,1024,1024,1329,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,25.584527721592,7.874016,6,P-GPS,
7200,2021-09-06 02:48:05,0,0,8.2021,,,25.912611721592,8.858268,0,0,7,0,12.299,25.912611721592,8.2021,0.223694,0,0,0,-1.342164,349.7, -1.2, 0,0,0,1024,1024,1329,1024,268,0,96,4.087,4.09,4.09,0,0,0,7.381,77.36,25.912611721592,8.2021,6,P-GPS,
7300,2021-09-06 02:48:05,0,0,8.530184,,,26.240695721592,9.186352,0,0,7,0,12.297,26.240695721592,8.530184,0.223694,0,0,0,-2.013246,349.9, -0.5, 0.3,0,0,1024,1024,1329,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,26.240695721592,8.530184,6,P-GPS,
7400,2021-09-06 02:48:05,0,0,8.858268,,,26.568779721592,9.514436,0,0,7,0,12.297,26.568779721592,8.858268,0.223694,0,0,0,-2.460634,349.9, -0.2, 0.3,0,0,1024,1024,1292,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,26.568779721592,8.858268,6,P-GPS,
7500,2021-09-06 02:48:05,0,0,9.186352,,,26.896863721592,10.170604,0,0,7,0,12.297,26.896863721592,9.186352,0.223694,0,0,0,-2.684328,350, -0.1, 0.1,0,0,1024,1024,1124,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,26.896863721592,9.186352,6,P-GPS,
7600,2021-09-06 02:48:05,0,0,9.514436,,,27.224947721592,10.498688,0,0,7,0,12.297,27.224947721592,9.514436,0.223694,0,0,0,-2.23694,350.1, 0.2, 0,0,0,1024,1024,1123,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,27.224947721592,9.514436,6,P-GPS,
7700,2021-09-06 02:48:05,0,0,9.84252,,,27.553031721592,10.826772,0,0,7,0,12.297,27.553031721592,9.84252,0.223694,0,0,0,-1.565858,350.1, 0.3, -0.1,0,0,1024,1024,1390,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,27.553031721592,9.84252,6,P-GPS,
7800,2021-09-06 02:48:05,0,0,10.170604,,,27.881115721592,10.826772,0,0,7,0,12.297,27.881115721592,10.170604,0.223694,0,0,0,-1.11847,350, 0.1, -0.2,0,0,1024,1024,1200,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,27.881115721592,10.170604,6,P-GPS,
7900,2021-09-06 02:48:05,0,0,10.170604,,,27.881115721592,11.154856,0,0,7,0,12.297,27.881115721592,10.170604,0.223694,0,0,0,-1.789552,349.9, -0.3, -0.2,0,0,1024,1024,1024,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,27.881115721592,10.170604,6,P-GPS,
8000,2021-09-06 02:48:06,0,0,10.498688,,,28.209199721592,11.48294,0,0,7,0,12.297,28.209199721592,10.498688,0.223694,0,0,0,-1.789552,350, -0.1, -0.1,0,0,1024,1024,1024,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,28.209199721592,10.498688,6,P-GPS,
8100,2021-09-06 02:48:06,0,0,10.826772,,,28.537283721592,11.811024,0,0,7,0,12.297,28.537283721592,10.826772,0.223694,0,0,0,-1.11847,350.1, 0.3, -0.1,0,0,1024,1024,1024,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,28.537283721592,10.826772,6,P-GPS,
8200,2021-09-06 02:48:06,0,0,10.826772,,,28.537283721592,12.139108,0,0,7,0,12.297,28.537283721592,10.826772,0.223694,0,0,0,-0.447388,350.1, 0.3, -0.3,0,0,1024,1024,1024,1024,268,0,96,4.161,4.169,4.171,0,0,0,8.074,77.36,28.537283721592,10.826772,6,P-GPS,
8300,2021-09-06 02:48:06,0,0,10.826772,,,28.537283721592,12.139108,0,0,7,0,12.229,28.537283721592,10.826772,0.223694,0,0,0,-0.223694,350.1, 0, -0.4,0,0,1024,1024,1024,1024,268,0,96,4.134,4.136,4.085,0,0,0,7.056,77.36,28.537283721592,10.826772,6,P-GPS,
8400,2021-09-06 02:48:06,0,0,11.154856,,,28.865367721592,12.139108,0,0,7,0,12.229,28.865367721592,11.154856,0.223694,0,0,0,0,350, -0.1, -0.5,0,0,1024,1024,1024,1024,268,0,96,4.134,4.136,4.085,0,0,0,7.056,77.36,28.865367721592,11.154856,6,P-GPS,
8500,2021-09-06 02:48:06,0,0,11.154856,,,28.865367721592,12.467192,0,0,7,0,12.229,28.865367721592,11.154856,0.223694,0,0,0,0,350, -0.1, -0.7,0,0,1024,1024,1024,1024,268,0,96,4.134,4.136,4.085,0,0,0,7.056,77.36,28.865367721592,11.154856,6,P-GPS,
