time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
470500,2021-09-06 02:55:48,47.573348045288,-122.627407825861,126.968508,141.1417368,3.537282921592,144.67901972159,83.66142,0,303.465560892,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0.447388,19.1, -1.6, -0.9,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.67901972159,126.968508,6,P-GPS,
470600,2021-09-06 02:55:48,47.5733475948015,-122.62740808572,126.968508,141.1417368,3.537282921592,144.67901972159,83.66142,0,303.372385036,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -3.2, -2,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.67901972159,126.968508,6,P-GPS,
470700,2021-09-06 02:55:48,47.5733475974744,-122.627408180602,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0,303.3874769,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -4, -2.6,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.35093572159,126.640424,6,P-GPS,
470800,2021-09-06 02:55:48,47.5733475039228,-122.627407958432,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0,303.327109444,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.3, -3.4, -3.5,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.35093572159,126.640424,6,P-GPS,
470900,2021-09-06 02:55:48,47.5733475817796,-122.627408061441,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0,303.365167188,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.1, -2.7, -3.6,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.35093572159,126.640424,6,P-GPS,
471000,2021-09-06 02:55:49,47.5733477750509,-122.627408251154,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0,303.449484776,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,18.8, -2.1, -2.9,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.35093572159,126.640424,6,P-GPS,
471100,2021-09-06 02:55:49,47.5733479074623,-122.627408427711,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0,303.514445408,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,18.8, -1.6, -2.6,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.35093572159,126.640424,6,P-GPS,
471200,2021-09-06 02:55:49,47.5733479634561,-122.62740898654,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0,303.613198692,24,5,11.552,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,18.9, -1.8, -1.6,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.843,3.821,3.788,0,0,0,9.319,101.48,144.35093572159,126.640424,6,P-GPS,
471300,2021-09-06 02:55:49,47.5733481061479,-122.627409220189,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0,303.68931418,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.2, -1.8, -1,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.35093572159,126.640424,6,P-GPS,
471400,2021-09-06 02:55:49,47.5733482774877,-122.627409420569,126.640424,140.8136528,3.537282921592,144.35093572159,83.66142,0.223694,303.769038592,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0.223694,0,0,19.5, -1.7, -0.7,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.35093572159,126.640424,6,P-GPS,
471500,2021-09-06 02:55:49,47.5733484258679,-122.627409624199,126.640424,140.7808444,3.570091321592,144.35093572159,83.66142,0.223694,303.842201324,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0.223694,0,0,19.7, -1.5, -0.5,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.35093572159,126.640424,6,P-GPS,
471600,2021-09-06 02:55:49,47.5733486179055,-122.627410053098,126.640424,140.7808444,3.570091321592,144.35093572159,83.66142,0.223694,303.9616239,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0.223694,0,0,19.9, -1, -0.2,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.35093572159,126.640424,6,P-GPS,
471700,2021-09-06 02:55:49,47.5733487586097,-122.627410231129,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.029209204,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20, -0.7, -0.1,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.67901972159,126.968508,6,P-GPS,
471800,2021-09-06 02:55:49,47.5733488871831,-122.627410567991,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.116479548,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.1, -0.7, 0,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.67901972159,126.968508,6,P-GPS,
471900,2021-09-06 02:55:49,47.5733489973203,-122.62741071072,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.169629156,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.2, -0.8, 0.1,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.67901972159,126.968508,6,P-GPS,
472000,2021-09-06 02:55:50,47.5733491071834,-122.627411080902,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.256243332,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.2, -0.8, 0.1,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.67901972159,126.968508,6,P-GPS,
472100,2021-09-06 02:55:50,47.5733491893579,-122.627411191885,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.296597664,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.3, -0.7, 0.2,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.67901972159,126.968508,6,P-GPS,
472200,2021-09-06 02:55:50,47.5733493086104,-122.627411437877,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.367791892,24,5,11.53,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.3, -0.5, 0,0,0,1024,1024,1024,1024,216.3,-9.1,66,3.873,3.858,3.845,0,0,0,12.833,101.66,144.67901972159,126.968508,6,P-GPS,
472300,2021-09-06 02:55:50,47.5733493626853,-122.627411514575,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.395022864,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.2, -0.4, -0.1,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,144.67901972159,126.968508,6,P-GPS,
472400,2021-09-06 02:55:50,47.5733495345048,-122.627411696873,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.472122604,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.2, -0.5, -0.3,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,144.67901972159,126.968508,6,P-GPS,
472500,2021-09-06 02:55:50,47.5733495676762,-122.627411752085,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.48983914,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.2, -0.5, -0.6,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,144.67901972159,126.968508,6,P-GPS,
472600,2021-09-06 02:55:50,47.5733496249036,-122.627411888465,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.526912632,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.1, -0.6, -0.6,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,145.00710372159,127.296592,6,P-GPS,
472700,2021-09-06 02:55:50,47.573349635047,-122.627411931792,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.536098984,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.1, -0.6, -0.5,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,145.00710372159,127.296592,6,P-GPS,
472800,2021-09-06 02:55:50,47.5733495996139,-122.62741199503,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.535114732,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.1, -0.8, -0.6,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,145.00710372159,127.296592,6,P-GPS,
472900,2021-09-06 02:55:50,47.5733495840562,-122.627412013061,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.533146228,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.1, -0.9, -0.8,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,145.00710372159,127.296592,6,P-GPS,
473000,2021-09-06 02:55:51,47.573349636966,-122.62741198609,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.544629168,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20, -0.7, -1.1,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,145.00710372159,127.296592,6,P-GPS,
473100,2021-09-06 02:55:51,47.5733496118818,-122.627411983144,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.537083236,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.8, -0.6, -1.4,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,145.00710372159,127.296592,6,P-GPS,
473200,2021-09-06 02:55:51,47.5733495586979,-122.627411869265,127.624676,141.7650964,3.570091321592,145.33518772159,83.66142,0,304.50460292,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.8, -0.7, -1.5,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.881,3.869,3.857,0,0,0,7.541,101.66,145.33518772159,127.624676,6,P-GPS,
473300,2021-09-06 02:55:51,47.5733495200437,-122.627411854738,127.624676,141.7650964,3.570091321592,145.33518772159,83.66142,0,304.491151476,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.6, -0.9, -1.7,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.33518772159,127.624676,6,P-GPS,
473400,2021-09-06 02:55:51,47.5733495258692,-122.627411830866,127.624676,141.7650964,3.570091321592,145.33518772159,83.66142,0,304.489511056,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.5, -1, -2,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.33518772159,127.624676,6,P-GPS,
473500,2021-09-06 02:55:51,47.573349491053,-122.627411821926,127.624676,141.7650964,3.570091321592,145.33518772159,83.66142,0,304.478028116,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -1, -1.9,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.33518772159,127.624676,6,P-GPS,
473600,2021-09-06 02:55:51,47.5733495448537,-122.627411702358,127.624676,141.7650964,3.570091321592,145.33518772159,83.66142,0,304.476059612,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -0.9, -1.8,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.33518772159,127.624676,6,P-GPS,
473700,2021-09-06 02:55:51,47.5733495256636,-122.627411700022,127.624676,141.7650964,3.570091321592,145.33518772159,83.66142,0,304.469826016,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -0.8, -1.6,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.33518772159,127.624676,6,P-GPS,
473800,2021-09-06 02:55:51,47.5733494428723,-122.627411613419,127.624676,141.7650964,3.570091321592,145.33518772159,83.66142,0,304.433080608,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -0.8, -1.7,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.33518772159,127.624676,6,P-GPS,
473900,2021-09-06 02:55:51,47.5733494199813,-122.627411609508,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.42586276,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -0.8, -1.9,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.00710372159,127.296592,6,P-GPS,
474000,2021-09-06 02:55:52,47.5733493326665,-122.627411515033,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.38649268,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.3, -0.8, -1.9,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.00710372159,127.296592,6,P-GPS,
474100,2021-09-06 02:55:52,47.5733493081992,-122.627411522448,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.380259084,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.3, -0.9, -1.8,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.00710372159,127.296592,6,P-GPS,
474200,2021-09-06 02:55:52,47.5733492238315,-122.627411592543,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.366151472,24,5,11.607,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.3, -0.8, -1.7,0,0,1024,1024,1024,1024,216.3,-9.1,65,3.882,3.87,3.859,0,0,0,7.388,101.66,145.00710372159,127.296592,6,P-GPS,
474300,2021-09-06 02:55:52,47.5733491962115,-122.627411620937,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.362214464,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.3, -0.8, -1.6,0,0,1024,1024,1024,1386,216.3,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
474400,2021-09-06 02:55:52,47.5733491109529,-122.627411504061,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.319891628,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,19.4, -0.8, -1.9,0,0,1024,1024,1024,1366,216.4,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
474500,2021-09-06 02:55:52,47.5733490745603,-122.627411527579,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.313001864,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20, -0.9, -2.1,0,0,1024,1024,1024,1366,217.1,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
474600,2021-09-06 02:55:52,47.573349140903,-122.62741154302,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.334655408,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,20.7, -1.1, -2,0,0,1024,1024,1024,1427,218.7,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
474700,2021-09-06 02:55:52,47.573349112255,-122.627411584112,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.33235882,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,22.2, -1.2, -2.2,0,0,1024,1024,1024,1455,220.4,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
474800,2021-09-06 02:55:52,47.5733490097253,-122.627411585838,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.302503176,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,24.2, -1.3, -1.9,0,0,1024,1024,1024,1445,222.6,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
474900,2021-09-06 02:55:52,47.5733489784729,-122.627411645622,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.302503176,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,26.7, -1.5, -1.6,0,0,1024,1024,1024,1355,225,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
475000,2021-09-06 02:55:53,47.5733489052081,-122.627411648467,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.2815058,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,29.1, -1.5, -1.6,0,0,1024,1024,1024,1351,227.2,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
475100,2021-09-06 02:55:53,47.5733488766286,-122.627411691285,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.279537296,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,31.1, -1.3, -2,0,0,1024,1024,1024,1355,228.9,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
475200,2021-09-06 02:55:53,47.5733489773078,-122.62741165126,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.30283126,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,32.8, -1.2, -2.2,0,0,1024,1024,1024,1366,230.4,-9.1,65,3.88,3.869,3.857,0,0,0,7.253,101.66,145.00710372159,127.296592,6,P-GPS,
475300,2021-09-06 02:55:53,47.5733489651084,-122.627411671527,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.302175092,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,34.3, -1.1, -2.5,0,0,1024,1024,1024,1366,231.8,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
475400,2021-09-06 02:55:53,47.5733488987657,-122.627411617076,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.27494412,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,35.3, -1, -2.3,0,0,1024,1024,1024,1365,233.3,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
475500,2021-09-06 02:55:53,47.5733488899245,-122.627411633889,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.27494412,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,36.7, -1, -2.4,0,0,1024,1024,1024,1366,234.8,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
475600,2021-09-06 02:55:53,47.5733488135755,-122.627411622308,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.250665904,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,38.2, -1, -2.3,0,0,1024,1024,1024,1332,236.3,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
475700,2021-09-06 02:55:53,47.5733488028839,-122.627411631197,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.249025484,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,39.6, -0.9, -2.4,0,0,1024,1024,1024,1287,237.7,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
475800,2021-09-06 02:55:53,47.573348720024,-122.627411632467,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.225075352,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,40.8, -0.7, -2.5,0,0,1024,1024,1024,1331,239,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
475900,2021-09-06 02:55:53,47.573348709538,-122.627411635667,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.22245068,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,42, -0.5, -2.5,0,0,1024,1024,1024,1332,240.1,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
476000,2021-09-06 02:55:54,47.5733487788278,-122.627411634549,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.242463804,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,43.2, -0.4, -2.4,0,0,1024,1024,1024,1315,241.2,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
476100,2021-09-06 02:55:54,47.5733487764291,-122.627411642321,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.242791888,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,44.4, -0.3, -2.3,0,0,1024,1024,1024,1294,242.5,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
476200,2021-09-06 02:55:54,47.573348820155,-122.62741182797,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.28314622,24,5,11.606,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,45.6, -0.3, -2.4,0,0,1024,1024,1024,1294,243.6,-9.1,65,3.88,3.868,3.857,0,0,0,7.401,101.66,145.00710372159,127.296592,6,P-GPS,
476300,2021-09-06 02:55:54,47.5733488196067,-122.62741186378,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.288395564,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,46.7, -0.4, -2.4,0,0,1024,1024,1024,1306,244.7,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,145.00710372159,127.296592,6,P-GPS,
476400,2021-09-06 02:55:54,47.5733486824663,-122.627412041455,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.274616036,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,47.8, -0.4, -2,0,0,1024,1024,1024,1066,245.7,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,145.00710372159,127.296592,6,P-GPS,
476500,2021-09-06 02:55:54,47.5733486728713,-122.627412096007,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.27986538,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,48.5, -0.4, -1.9,0,0,1024,1024,1024,1024,246.3,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,145.00710372159,127.296592,6,P-GPS,
476600,2021-09-06 02:55:54,47.5733487104975,-122.627412220755,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.30939294,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,49.2, -0.3, -1.9,0,0,1024,1024,1024,1024,246.6,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,145.00710372159,127.296592,6,P-GPS,
476700,2021-09-06 02:55:54,47.5733487026844,-122.627412276679,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.315298452,23,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,49.5, -0.3, -1.9,0,0,1024,1024,1024,1024,246.6,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,145.00710372159,127.296592,6,P-GPS,
476800,2021-09-06 02:55:54,47.5733485811703,-122.627412171333,127.296592,141.4370124,3.570091321592,145.00710372159,83.66142,0,304.264445432,23,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,49.7, -0.3, -2.2,0,0,1024,1024,1024,800,246.6,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,145.00710372159,127.296592,6,P-GPS,
476900,2021-09-06 02:55:54,47.5733485636251,-122.627412209378,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.264773516,23,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,49.6, -0.2, -2.1,0,0,1024,1024,1024,484,246.6,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,144.67901972159,126.968508,6,P-GPS,
477000,2021-09-06 02:55:55,47.5733486057747,-122.627412122673,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.264117348,23,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,49.3, -0.2, -2,0,0,1024,1024,1024,459,246.1,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,144.67901972159,126.968508,6,P-GPS,
477100,2021-09-06 02:55:55,47.5733485957684,-122.627412150711,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.265429684,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,47.8, -0.2, -2,0,0,1024,1024,1024,459,244.1,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,144.67901972159,126.968508,6,P-GPS,
477200,2021-09-06 02:55:55,47.5733487930148,-122.627412247473,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.33728008,24,5,11.603,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,45.6, -0.2, -2,0,0,1024,1024,1024,392,240.5,-9.1,65,3.88,3.868,3.856,0,0,0,7.419,101.84,144.67901972159,126.968508,6,P-GPS,
477300,2021-09-06 02:55:55,47.5733488044603,-122.627412285161,126.968508,141.1089284,3.570091321592,144.67901972159,83.66142,0,304.346138348,24,5,11.612,408.78663972159,391.076128,33.4646224,687.21458892,0,0,0,42.2, -0.1, -1.8,0,0,1024,1024,1024,383,236,-9.1,65,3.878,3.867,3.855,0,0,0,7.491,101.66,144.67901972159,126.968508,6,P-GPS,
